"id","prompt_zh","answer_fr","prompt","audio_url"
"75","[17 École et égalité des chances｜2] 它也可以通过提供共同工具来减少一些起点上的不平等。","Elle peut aussi réduire certaines inégalités de départ en donnant à chacun des outils communs.","École et égalité des chances","https://evolxd.github.io/TCFOral/audio/b2/tache3-17-a-cole-et-a-galita-des-chances-02-elle-peut-aussi-reduire-certaines-inegalites-de-depart-en-donnan.mp3?v=18"
"76","[17 École et égalité des chances｜3] 但是，学校不能单独解决所有社会困难。","Cependant, elle ne peut pas corriger seule toutes les difficultés sociales.","École et égalité des chances","https://evolxd.github.io/TCFOral/audio/b2/tache3-17-a-cole-et-a-galita-des-chances-03-cependant-elle-ne-peut-pas-corriger-seule-toutes-les-difficultes.mp3?v=18"
"77","[17 École et égalité des chances｜4] 如果只强调成绩，就可能忽视自信、合作和批判性思维。","Par exemple, si l'on insiste uniquement sur les résultats, on risque d'oublier la confiance, la coopération et l'esprit critique.","École et égalité des chances","https://evolxd.github.io/TCFOral/audio/b2/tache3-17-a-cole-et-a-galita-des-chances-04-par-exemple-si-l-on-insiste-uniquement-sur-les-resultats-on-risq.mp3?v=18"
"78","[17 École et égalité des chances｜5] 在我看来，好的教育应该培养学生理解世界并找到自身位置的能力。","À mes yeux, une bonne éducation doit former des élèves capables de comprendre le monde et d'y trouver leur place.","École et égalité des chances","https://evolxd.github.io/TCFOral/audio/b2/tache3-17-a-cole-et-a-galita-des-chances-05-a-mes-yeux-une-bonne-education-doit-former-des-eleves-capables-d.mp3?v=18"
"79","[18 Numérique et autonomie｜1] 科技带来很多好处，因为它让获取信息和服务更方便。","Je pense que la technologie apporte beaucoup d'avantages, car elle facilite l'accès à l'information et aux services.","Numérique et autonomie","https://evolxd.github.io/TCFOral/audio/b2/tache3-18-numa-rique-et-autonomie-01-je-pense-que-la-technologie-apporte-beaucoup-d-avantages-car-ell.mp3?v=18"
"80","[18 Numérique et autonomie｜2] 它也能节省时间，让沟通更容易。","Elle permet aussi de gagner du temps et de communiquer plus facilement.","Numérique et autonomie","https://evolxd.github.io/TCFOral/audio/b2/tache3-18-numa-rique-et-autonomie-02-elle-permet-aussi-de-gagner-du-temps-et-de-communiquer-plus-faci.mp3?v=18"
"81","[18 Numérique et autonomie｜3] 但是，如果使用不加控制，它可能削弱注意力并造成依赖。","Cependant, si son usage n'est pas maîtrisé, elle peut aussi réduire l'attention et créer une dépendance.","Numérique et autonomie","https://evolxd.github.io/TCFOral/audio/b2/tache3-18-numa-rique-et-autonomie-03-cependant-si-son-usage-n-est-pas-maitrise-elle-peut-aussi-reduir.mp3?v=18"
"82","[18 Numérique et autonomie｜4] 所以真正的问题不是科技本身，而是我们如何使用它。","Le vrai problème n'est donc pas la technologie elle-même, mais la manière dont nous l'utilisons.","Numérique et autonomie","https://evolxd.github.io/TCFOral/audio/b2/tache3-18-numa-rique-et-autonomie-04-le-vrai-probleme-n-est-donc-pas-la-technologie-elle-meme-mais-la.mp3?v=18"
"83","[18 Numérique et autonomie｜5] 我们应该学会把它当工具使用，同时不失去独立判断能力。","Il faut apprendre à s'en servir comme d'un outil, sans perdre son autonomie de jugement.","Numérique et autonomie","https://evolxd.github.io/TCFOral/audio/b2/tache3-18-numa-rique-et-autonomie-05-il-faut-apprendre-a-s-en-servir-comme-d-un-outil-sans-perdre-son.mp3?v=18"
"84","[19 Écologie réaliste｜1] 保护环境是必要的，但要被接受，也必须保持现实。","La protection de l'environnement est nécessaire, mais elle doit rester réaliste pour être acceptée.","Écologie réaliste","https://evolxd.github.io/TCFOral/audio/b2/tache3-19-a-cologie-ra-aliste-01-la-protection-de-l-environnement-est-necessaire-mais-elle-doit-r.mp3?v=18"
"85","[19 Écologie réaliste｜2] 个人行动很重要，尤其是因为它能改变习惯。","Les gestes individuels ont une valeur importante, surtout parce qu'ils changent les habitudes.","Écologie réaliste","https://evolxd.github.io/TCFOral/audio/b2/tache3-19-a-cologie-ra-aliste-02-les-gestes-individuels-ont-une-valeur-importante-surtout-parce-q.mp3?v=18"
"86","[19 Écologie réaliste｜3] 但是，如果交通、价格和集体规则不能让人们容易改变，个人行动仍然有限。","Cependant, ils restent limités si les transports, les prix et les règles collectives ne permettent pas aux gens de changer facilement.","Écologie réaliste","https://evolxd.github.io/TCFOral/audio/b2/tache3-19-a-cologie-ra-aliste-03-cependant-ils-restent-limites-si-les-transports-les-prix-et-les.mp3?v=18"
"87","[19 Écologie réaliste｜4] 因此，可信的生态转型既要有要求，也要在社会层面可以接受。","Une transition écologique crédible doit donc être exigeante, mais aussi socialement acceptable.","Écologie réaliste","https://evolxd.github.io/TCFOral/audio/b2/tache3-19-a-cologie-ra-aliste-04-une-transition-ecologique-credible-doit-donc-etre-exigeante-mais.mp3?v=18"
"88","[19 Écologie réaliste｜5] 在我看来，应该鼓励好的选择，而不只是责备个人。","À mon avis, il faut encourager les bons choix au lieu de seulement culpabiliser les individus.","Écologie réaliste","https://evolxd.github.io/TCFOral/audio/b2/tache3-19-a-cologie-ra-aliste-05-a-mon-avis-il-faut-encourager-les-bons-choix-au-lieu-de-seulemen.mp3?v=18"
"89","[20 Consommation et pouvoir d'achat｜1] 消费在现代社会中占有重要位置，有时甚至过于重要。","Dans les sociétés modernes, la consommation occupe une place importante, parfois même trop importante.","Consommation et pouvoir d'achat","https://evolxd.github.io/TCFOral/audio/b2/tache3-20-consommation-et-pouvoir-d-achat-01-dans-les-societes-modernes-la-consommation-occupe-une-place-impo.mp3?v=18"
"90","[20 Consommation et pouvoir d'achat｜2] 人们购物有时是为了满足需求，也可能是为了显示身份或让自己开心。","On achète parfois pour répondre à un besoin, mais aussi pour montrer son statut ou se faire plaisir.","Consommation et pouvoir d'achat","https://evolxd.github.io/TCFOral/audio/b2/tache3-20-consommation-et-pouvoir-d-achat-02-on-achete-parfois-pour-repondre-a-un-besoin-mais-aussi-pour-mont.mp3?v=18"
"91","[20 Consommation et pouvoir d'achat｜3] 问题在于，这种逻辑可能推动人们消费超过实际需要，而且不一定会问自己为什么。","Le problème, c'est que cette logique peut pousser les gens à consommer plus que nécessaire, sans toujours se demander pourquoi.","Consommation et pouvoir d'achat","https://evolxd.github.io/TCFOral/audio/b2/tache3-20-consommation-et-pouvoir-d-achat-03-le-probleme-c-est-que-cette-logique-peut-pousser-les-gens-a-cons.mp3?v=18"
"92","[20 Consommation et pouvoir d'achat｜4] 因此，谈负责任消费不只是谈价格。","Parler de consommation responsable, ce n'est donc pas seulement parler de prix.","Consommation et pouvoir d'achat","https://evolxd.github.io/TCFOral/audio/b2/tache3-20-consommation-et-pouvoir-d-achat-04-parler-de-consommation-responsable-ce-n-est-donc-pas-seulement-p.mp3?v=18"
"93","[20 Consommation et pouvoir d'achat｜5] 也要思考我们的真实需求以及广告的影响。","C'est aussi réfléchir à nos besoins réels et à l'influence de la publicité.","Consommation et pouvoir d'achat","https://evolxd.github.io/TCFOral/audio/b2/tache3-20-consommation-et-pouvoir-d-achat-05-c-est-aussi-reflechir-a-nos-besoins-reels-et-a-l-influence-de-la.mp3?v=18"
"94","[21 Santé publique et liberté｜1] 健康并不只取决于个人责任。","À mon avis, la santé ne dépend pas uniquement de la responsabilité individuelle.","Santé publique et liberté","https://evolxd.github.io/TCFOral/audio/b2/tache3-21-santa-publique-et-liberta-01-a-mon-avis-la-sante-ne-depend-pas-uniquement-de-la-responsabilit.mp3?v=18"
"95","[21 Santé publique et liberté｜2] 当然，每个人都可以在饮食、睡眠和运动方面做出努力。","Bien sûr, chacun peut agir sur son alimentation, son sommeil et son activité physique.","Santé publique et liberté","https://evolxd.github.io/TCFOral/audio/b2/tache3-21-santa-publique-et-liberta-02-bien-sur-chacun-peut-agir-sur-son-alimentation-son-sommeil-et-so.mp3?v=18"
"96","[21 Santé publique et liberté｜3] 但这些选择也取决于收入、可支配时间和生活环境。","Mais dans la réalité, ces choix dépendent aussi du revenu, du temps disponible et de l'environnement.","Santé publique et liberté","https://evolxd.github.io/TCFOral/audio/b2/tache3-21-santa-publique-et-liberta-03-mais-dans-la-realite-ces-choix-dependent-aussi-du-revenu-du-temp.mp3?v=18"
"97","[21 Santé publique et liberté｜4] 好的健康政策应该告知公民，而不是让他们产生负罪感。","Une bonne politique de santé doit donc informer les citoyens sans les culpabiliser.","Santé publique et liberté","https://evolxd.github.io/TCFOral/audio/b2/tache3-21-santa-publique-et-liberta-04-une-bonne-politique-de-sante-doit-donc-informer-les-citoyens-san.mp3?v=18"
"98","[21 Santé publique et liberté｜5] 它更应该创造具体条件，让好的选择更容易实现。","Elle doit surtout créer des conditions concrètes qui rendent les bons choix plus accessibles.","Santé publique et liberté","https://evolxd.github.io/TCFOral/audio/b2/tache3-21-santa-publique-et-liberta-05-elle-doit-surtout-creer-des-conditions-concretes-qui-rendent-les.mp3?v=18"
"99","[22 Famille moderne｜1] 家庭发生了很大变化，但并没有失去重要性。","La famille a beaucoup changé, mais elle n'a pas perdu son importance.","Famille moderne","https://evolxd.github.io/TCFOral/audio/b2/tache3-22-famille-moderne-01-la-famille-a-beaucoup-change-mais-elle-n-a-pas-perdu-son-importa.mp3?v=18"
"100","[22 Famille moderne｜2] 它不像过去那样主要建立在社会义务上，而更多建立在对话、感情和互助上。","Elle repose moins qu'avant sur l'obligation sociale, et davantage sur le dialogue, l'affection et l'entraide.","Famille moderne","https://evolxd.github.io/TCFOral/audio/b2/tache3-22-famille-moderne-02-elle-repose-moins-qu-avant-sur-l-obligation-sociale-et-davantage.mp3?v=18"
"101","[22 Famille moderne｜3] 这种变化有时可能带来不稳定，因为参照标准不像过去那么固定。","Cette évolution peut parfois créer de l'instabilité, parce que les repères sont moins fixes qu'avant.","Famille moderne","https://evolxd.github.io/TCFOral/audio/b2/tache3-22-famille-moderne-03-cette-evolution-peut-parfois-creer-de-l-instabilite-parce-que-le.mp3?v=18"
"102","[22 Famille moderne｜4] 但它也让关系更加自由，更尊重个人选择。","Mais elle permet aussi des relations plus libres et plus respectueuses des choix individuels.","Famille moderne","https://evolxd.github.io/TCFOral/audio/b2/tache3-22-famille-moderne-04-mais-elle-permet-aussi-des-relations-plus-libres-et-plus-respect.mp3?v=18"
"103","[22 Famille moderne｜5] 在我看来，现代家庭需要在支持、自由和责任之间找到平衡。","À mon avis, la famille moderne doit trouver un équilibre entre soutien, liberté et responsabilité.","Famille moderne","https://evolxd.github.io/TCFOral/audio/b2/tache3-22-famille-moderne-05-a-mon-avis-la-famille-moderne-doit-trouver-un-equilibre-entre-so.mp3?v=18"
"104","[23 Tâche 2 : questions de base à mémoriser｜1] 您能告诉我具体怎么进行吗？","Pourriez-vous me dire comment cela se déroule concrètement ?","Tâche 2 : questions de base à mémoriser","https://evolxd.github.io/TCFOral/audio/b2/questions-23-ta-che-2-questions-de-base-a-ma-moriser-01-pourriez-vous-me-dire-comment-cela-se-deroule-concretement.mp3?v=18"
"105","[23 Tâche 2 : questions de base à mémoriser｜2] 有哪些可选时间？需要提前预约吗？","Quels sont les horaires disponibles, et faut-il réserver à l'avance ?","Tâche 2 : questions de base à mémoriser","https://evolxd.github.io/TCFOral/audio/b2/questions-23-ta-che-2-questions-de-base-a-ma-moriser-02-quels-sont-les-horaires-disponibles-et-faut-il-reserver-a-l-avan.mp3?v=18"
"106","[23 Tâche 2 : questions de base à mémoriser｜3] 总费用是多少？有没有额外费用？","Combien cela coûte-t-il au total, et y a-t-il des frais supplémentaires ?","Tâche 2 : questions de base à mémoriser","https://evolxd.github.io/TCFOral/audio/b2/questions-23-ta-che-2-questions-de-base-a-ma-moriser-03-combien-cela-coute-t-il-au-total-et-y-a-t-il-des-frais-supplemen.mp3?v=18"
"107","[23 Tâche 2 : questions de base à mémoriser｜4] 报名或预约需要准备哪些文件？","Quels documents dois-je prévoir pour l'inscription ou la réservation ?","Tâche 2 : questions de base à mémoriser","https://evolxd.github.io/TCFOral/audio/b2/questions-23-ta-che-2-questions-de-base-a-ma-moriser-04-quels-documents-dois-je-prevoir-pour-l-inscription-ou-la-reserva.mp3?v=18"
"108","[23 Tâche 2 : questions de base à mémoriser｜5] 如果我的时间安排改变，我可以修改或取消吗？","Puis-je modifier ou annuler si mon emploi du temps change ?","Tâche 2 : questions de base à mémoriser","https://evolxd.github.io/TCFOral/audio/b2/questions-23-ta-che-2-questions-de-base-a-ma-moriser-05-puis-je-modifier-ou-annuler-si-mon-emploi-du-temps-change.mp3?v=18"
"109","[24 Logement, colocation, immeuble｜1] 这个住房有家具吗，还是一开始需要自己买一些东西？","Le logement est-il meublé ou faut-il prévoir certains achats dès le début ?","Logement, colocation, immeuble","https://evolxd.github.io/TCFOral/audio/b2/questions-24-logement-colocation-immeuble-01-le-logement-est-il-meuble-ou-faut-il-prevoir-certains-achats-des.mp3?v=18"
"110","[24 Logement, colocation, immeuble｜2] 房租里包含哪些费用：暖气、电费、网络或保险？","Qu'est-ce qui est inclus dans le loyer : chauffage, électricité, Internet ou assurance ?","Logement, colocation, immeuble","https://evolxd.github.io/TCFOral/audio/b2/questions-24-logement-colocation-immeuble-02-qu-est-ce-qui-est-inclus-dans-le-loyer-chauffage-electricite-int.mp3?v=18"
"111","[24 Logement, colocation, immeuble｜3] 您会如何描述楼里或合租生活中的氛围？","Comment décririez-vous l'ambiance de l'immeuble ou de la colocation ?","Logement, colocation, immeuble","https://evolxd.github.io/TCFOral/audio/b2/questions-24-logement-colocation-immeuble-03-comment-decririez-vous-l-ambiance-de-l-immeuble-ou-de-la-colocat.mp3?v=18"
"112","[24 Logement, colocation, immeuble｜4] 关于噪音、访客或公共空间有没有特别规定？","Y a-t-il des règles particulières concernant le bruit, les invités ou les espaces communs ?","Logement, colocation, immeuble","https://evolxd.github.io/TCFOral/audio/b2/questions-24-logement-colocation-immeuble-04-y-a-t-il-des-regles-particulieres-concernant-le-bruit-les-invite.mp3?v=18"
"113","[24 Logement, colocation, immeuble｜5] 这个街区在交通、购物和行政手续方面方便吗？","Le quartier est-il pratique pour les transports, les courses et les démarches administratives ?","Logement, colocation, immeuble","https://evolxd.github.io/TCFOral/audio/b2/questions-24-logement-colocation-immeuble-05-le-quartier-est-il-pratique-pour-les-transports-les-courses-et-l.mp3?v=18"
"114","[25 Voyage, transport, location de voiture｜1] 如果我想在价格、速度和舒适度之间取得平衡，您会推荐哪种交通方式？","Quel moyen de transport me conseilleriez-vous si je cherche un bon équilibre entre prix, rapidité et confort ?","Voyage, transport, location de voiture","https://evolxd.github.io/TCFOral/audio/b2/questions-25-voyage-transport-location-de-voiture-01-quel-moyen-de-transport-me-conseilleriez-vous-si-je-cherche-un-b.mp3?v=18"
"115","[25 Voyage, transport, location de voiture｜2] 价格会不会根据时间段或预订时间而变化？","Les tarifs varient-ils selon la période ou le moment de la réservation ?","Voyage, transport, location de voiture","https://evolxd.github.io/TCFOral/audio/b2/questions-25-voyage-transport-location-de-voiture-02-les-tarifs-varient-ils-selon-la-periode-ou-le-moment-de-la-reser.mp3?v=18"
"116","[25 Voyage, transport, location de voiture｜3] 哪些文件是必须的，比如保险、驾照或签证？","Quels documents sont obligatoires, notamment pour l'assurance, le permis ou le visa ?","Voyage, transport, location de voiture","https://evolxd.github.io/TCFOral/audio/b2/questions-25-voyage-transport-location-de-voiture-03-quels-documents-sont-obligatoires-notamment-pour-l-assurance-le.mp3?v=18"
"117","[25 Voyage, transport, location de voiture｜4] 如果延误、取消或车辆故障，应该走什么流程？","En cas de retard, d'annulation ou de panne, quelle est la procédure à suivre ?","Voyage, transport, location de voiture","https://evolxd.github.io/TCFOral/audio/b2/questions-25-voyage-transport-location-de-voiture-04-en-cas-de-retard-d-annulation-ou-de-panne-quelle-est-la-procedur.mp3?v=18"
"118","[25 Voyage, transport, location de voiture｜5] 有没有新来的人经常忽略的实用建议？","Y a-t-il des conseils pratiques que les nouveaux arrivants oublient souvent ?","Voyage, transport, location de voiture","https://evolxd.github.io/TCFOral/audio/b2/questions-25-voyage-transport-location-de-voiture-05-y-a-t-il-des-conseils-pratiques-que-les-nouveaux-arrivants-oubli.mp3?v=18"
"119","[26 Cours, clubs, associations｜1] 这个活动面向什么人群：初学者、有经验的人，还是只面向成人？","À quel public cette activité s'adresse-t-elle : débutants, personnes confirmées ou adultes seulement ?","Cours, clubs, associations","https://evolxd.github.io/TCFOral/audio/b2/questions-26-cours-clubs-associations-01-a-quel-public-cette-activite-s-adresse-t-elle-debutants-personne.mp3?v=18"
"120","[26 Cours, clubs, associations｜2] 课程是自由轻松型，还是有明确目标的结构化安排？","Le programme est-il libre et convivial, ou bien structuré avec des objectifs précis ?","Cours, clubs, associations","https://evolxd.github.io/TCFOral/audio/b2/questions-26-cours-clubs-associations-02-le-programme-est-il-libre-et-convivial-ou-bien-structure-avec-de.mp3?v=18"
"121","[26 Cours, clubs, associations｜3] 每节课通常有多少人参加？","Combien de personnes participent habituellement à chaque séance ?","Cours, clubs, associations","https://evolxd.github.io/TCFOral/audio/b2/questions-26-cours-clubs-associations-03-combien-de-personnes-participent-habituellement-a-chaque-seance.mp3?v=18"
"122","[26 Cours, clubs, associations｜4] 材料是提供的，还是需要自己购买？","Le matériel est-il fourni ou faut-il l'acheter soi-même ?","Cours, clubs, associations","https://evolxd.github.io/TCFOral/audio/b2/questions-26-cours-clubs-associations-04-le-materiel-est-il-fourni-ou-faut-il-l-acheter-soi-meme.mp3?v=18"
"123","[26 Cours, clubs, associations｜5] 长期报名之前有没有试听课？","Existe-t-il une séance d'essai avant de s'engager pour une période plus longue ?","Cours, clubs, associations","https://evolxd.github.io/TCFOral/audio/b2/questions-26-cours-clubs-associations-05-existe-t-il-une-seance-d-essai-avant-de-s-engager-pour-une-perio.mp3?v=18"
"124","[27 Restaurant, hotel, rendez-vous｜1] 您能确认我感兴趣日期的具体时间和是否有空位吗？","Pourriez-vous me confirmer les horaires exacts et la disponibilité pour la date qui m'intéresse ?","Restaurant, hotel, rendez-vous","https://evolxd.github.io/TCFOral/audio/b2/questions-27-restaurant-hotel-rendez-vous-01-pourriez-vous-me-confirmer-les-horaires-exacts-et-la-disponibili.mp3?v=18"
"125","[27 Restaurant, hotel, rendez-vous｜2] 价格里包含哪些服务？哪些服务需要额外收费？","Quels services sont compris dans le prix, et lesquels sont facturés en supplément ?","Restaurant, hotel, rendez-vous","https://evolxd.github.io/TCFOral/audio/b2/questions-27-restaurant-hotel-rendez-vous-02-quels-services-sont-compris-dans-le-prix-et-lesquels-sont-factur.mp3?v=18"
"126","[27 Restaurant, hotel, rendez-vous｜3] 需要提前到达或遵守什么特别条件吗？","Faut-il arriver en avance ou respecter une condition particulière ?","Restaurant, hotel, rendez-vous","https://evolxd.github.io/TCFOral/audio/b2/questions-27-restaurant-hotel-rendez-vous-03-faut-il-arriver-en-avance-ou-respecter-une-condition-particulier.mp3?v=18"
"127","[27 Restaurant, hotel, rendez-vous｜4] 如果我要改期或修改人数，流程是怎样的？","Comment cela se passe-t-il si je dois reporter le rendez-vous ou modifier le nombre de personnes ?","Restaurant, hotel, rendez-vous","https://evolxd.github.io/TCFOral/audio/b2/questions-27-restaurant-hotel-rendez-vous-04-comment-cela-se-passe-t-il-si-je-dois-reporter-le-rendez-vous-ou.mp3?v=18"
"128","[27 Restaurant, hotel, rendez-vous｜5] 如果我和同事、孩子或老人一起来，有没有更合适的选择？","Y a-t-il une option plus adaptée si je viens avec des collègues, des enfants ou des personnes âgées ?","Restaurant, hotel, rendez-vous","https://evolxd.github.io/TCFOral/audio/b2/questions-27-restaurant-hotel-rendez-vous-05-y-a-t-il-une-option-plus-adaptee-si-je-viens-avec-des-collegues.mp3?v=18"
"129","[28 Cadeau, enfant, animal｜1] 他的日常习惯是什么，尤其是吃饭、睡眠和娱乐方面？","Quelles sont ses habitudes quotidiennes, notamment pour les repas, le sommeil et les loisirs ?","Cadeau, enfant, animal","https://evolxd.github.io/TCFOral/audio/b2/questions-28-cadeau-enfant-animal-01-quelles-sont-ses-habitudes-quotidiennes-notamment-pour-les-repas.mp3?v=18"
"130","[28 Cadeau, enfant, animal｜2] 有没有他特别喜欢或最好避免的东西？","Y a-t-il quelque chose qu'il aime particulièrement ou qu'il vaut mieux éviter ?","Cadeau, enfant, animal","https://evolxd.github.io/TCFOral/audio/b2/questions-28-cadeau-enfant-animal-02-y-a-t-il-quelque-chose-qu-il-aime-particulierement-ou-qu-il-vaut.mp3?v=18"
"131","[28 Cadeau, enfant, animal｜3] 如果出现问题或意外，我应该优先联系谁？","En cas de problème ou d'imprévu, qui dois-je contacter en priorité ?","Cadeau, enfant, animal","https://evolxd.github.io/TCFOral/audio/b2/questions-28-cadeau-enfant-animal-03-en-cas-de-probleme-ou-d-imprevu-qui-dois-je-contacter-en-priorit.mp3?v=18"
"132","[28 Cadeau, enfant, animal｜4] 关于礼物，您更希望实用、个人化，还是象征性的心意？","Pour un cadeau, préférez-vous quelque chose d'utile, de personnel ou de symbolique ?","Cadeau, enfant, animal","https://evolxd.github.io/TCFOral/audio/b2/questions-28-cadeau-enfant-animal-04-pour-un-cadeau-preferez-vous-quelque-chose-d-utile-de-personnel.mp3?v=18"
"133","[28 Cadeau, enfant, animal｜5] 有没有重要限制需要遵守，比如过敏、预算或家庭偏好？","Y a-t-il une contrainte importante à respecter, par exemple une allergie, un budget ou une préférence familiale ?","Cadeau, enfant, animal","https://evolxd.github.io/TCFOral/audio/b2/questions-28-cadeau-enfant-animal-05-y-a-t-il-une-contrainte-importante-a-respecter-par-exemple-une-a.mp3?v=18"
"134","[29 Relances intelligentes｜1] 当您说这是可以的，这是特殊情况，还是通常都可以这样做？","Quand vous dites que c'est possible, est-ce une possibilité exceptionnelle ou une pratique habituelle ?","Relances intelligentes","https://evolxd.github.io/TCFOral/audio/b2/questions-29-relances-intelligentes-01-quand-vous-dites-que-c-est-possible-est-ce-une-possibilite-excep.mp3?v=18"
"135","[29 Relances intelligentes｜2] 为了确认我理解正确，这是否意味着我需要先预约，然后确认细节？","Pour être sûr d'avoir bien compris, cela signifie donc que je dois d'abord réserver, puis confirmer les détails ?","Relances intelligentes","https://evolxd.github.io/TCFOral/audio/b2/questions-29-relances-intelligentes-02-pour-etre-sur-d-avoir-bien-compris-cela-signifie-donc-que-je-doi.mp3?v=18"
"136","[29 Relances intelligentes｜3] 在实际操作中，人们最常选择哪种方案？","Dans la pratique, quelle solution les gens choisissent-ils le plus souvent ?","Relances intelligentes","https://evolxd.github.io/TCFOral/audio/b2/questions-29-relances-intelligentes-03-dans-la-pratique-quelle-solution-les-gens-choisissent-ils-le-plu.mp3?v=18"
"137","[29 Relances intelligentes｜4] 在做决定之前，有没有我应该注意的缺点？","Y a-t-il un inconvénient auquel je devrais faire attention avant de prendre ma décision ?","Relances intelligentes","https://evolxd.github.io/TCFOral/audio/b2/questions-29-relances-intelligentes-04-y-a-t-il-un-inconvenient-auquel-je-devrais-faire-attention-avant.mp3?v=18"
"138","[29 Relances intelligentes｜5] 如果您站在我的位置，您会选择哪个选项？为什么？","Si vous étiez à ma place, quelle option choisiriez-vous, et pourquoi ?","Relances intelligentes","https://evolxd.github.io/TCFOral/audio/b2/questions-29-relances-intelligentes-05-si-vous-etiez-a-ma-place-quelle-option-choisiriez-vous-et-pourqu.mp3?v=18"
"139","[30 Questions d'opinion a transformer en reflexe｜1] 您怎么看当今社会中的这种变化？","Que pensez-vous de cette évolution dans la société actuelle ?","Questions d'opinion a transformer en reflexe","https://evolxd.github.io/TCFOral/audio/b2/questions-30-questions-d-opinion-a-transformer-en-reflexe-01-que-pensez-vous-de-cette-evolution-dans-la-societe-actuelle.mp3?v=18"
"140","[30 Questions d'opinion a transformer en reflexe｜2] 在您看来，优点是否大于缺点？","À votre avis, les avantages l'emportent-ils sur les inconvénients ?","Questions d'opinion a transformer en reflexe","https://evolxd.github.io/TCFOral/audio/b2/questions-30-questions-d-opinion-a-transformer-en-reflexe-02-a-votre-avis-les-avantages-l-emportent-ils-sur-les-inconvenients.mp3?v=18"
"141","[30 Questions d'opinion a transformer en reflexe｜3] 您认为国家、家庭还是个人应该承担主要责任？","Pensez-vous que l'État, les familles ou les individus doivent assumer la responsabilité principale ?","Questions d'opinion a transformer en reflexe","https://evolxd.github.io/TCFOral/audio/b2/questions-30-questions-d-opinion-a-transformer-en-reflexe-03-pensez-vous-que-l-etat-les-familles-ou-les-individus-doivent-ass.mp3?v=18"
"142","[30 Questions d'opinion a transformer en reflexe｜4] 这更像是个人自由的问题，还是公共利益的问题？","Est-ce plutôt une question de liberté personnelle ou d'intérêt collectif ?","Questions d'opinion a transformer en reflexe","https://evolxd.github.io/TCFOral/audio/b2/questions-30-questions-d-opinion-a-transformer-en-reflexe-04-est-ce-plutot-une-question-de-liberte-personnelle-ou-d-interet-c.mp3?v=18"
"143","[30 Questions d'opinion a transformer en reflexe｜5] 这种解决办法在日常生活中到底能在多大程度上发挥作用？","Dans quelle mesure cette solution peut-elle vraiment fonctionner dans la vie quotidienne ?","Questions d'opinion a transformer en reflexe","https://evolxd.github.io/TCFOral/audio/b2/questions-30-questions-d-opinion-a-transformer-en-reflexe-05-dans-quelle-mesure-cette-solution-peut-elle-vraiment-fonctionner.mp3?v=18"
"144","[31 Transformer une intention simple｜1] 我想了解一些信息。","Je voudrais avoir des informations.","Transformer une intention simple","https://evolxd.github.io/TCFOral/audio/b2/variations-31-transformer-une-intention-simple-01-je-voudrais-avoir-des-informations.mp3?v=18"
"145","[31 Transformer une intention simple｜2] 在做决定之前，我需要弄清楚实际流程。","Avant de prendre une décision, j'aurais besoin de comprendre le déroulement concret.","Transformer une intention simple","https://evolxd.github.io/TCFOral/audio/b2/variations-31-transformer-une-intention-simple-02-avant-de-prendre-une-decision-j-aurais-besoin-de-comprendre-le-d.mp3?v=18"
"146","[31 Transformer une intention simple｜3] 您能不能给我比较准确地介绍一下实际情况？","Pourriez-vous me donner une idée précise de la manière dont cela se passe en pratique ?","Transformer une intention simple","https://evolxd.github.io/TCFOral/audio/b2/variations-31-transformer-une-intention-simple-03-pourriez-vous-me-donner-une-idee-precise-de-la-maniere-dont-cela.mp3?v=18"
"147","[31 Transformer une intention simple｜4] 在实际操作中，通常是怎么进行的？","Dans les faits, comment cela se déroule-t-il le plus souvent ?","Transformer une intention simple","https://evolxd.github.io/TCFOral/audio/b2/variations-31-transformer-une-intention-simple-04-dans-les-faits-comment-cela-se-deroule-t-il-le-plus-souvent.mp3?v=18"
"148","[31 Transformer une intention simple｜5] 所以如果我理解正确，我需要先预约，然后再确认细节，是这样吗？","Donc, si je comprends bien, je dois d'abord réserver, puis confirmer les détails, c'est bien cela ?","Transformer une intention simple","https://evolxd.github.io/TCFOral/audio/b2/variations-31-transformer-une-intention-simple-05-donc-si-je-comprends-bien-je-dois-d-abord-reserver-puis-confirme.mp3?v=18"
"149","[32 Transformer avantages / inconvénients｜1] 这个方案有优点，但也有限制。","Cette solution présente des avantages, mais elle a aussi des limites.","Transformer avantages / inconvénients","https://evolxd.github.io/TCFOral/audio/b2/variations-32-transformer-avantages-inconva-nients-01-cette-solution-presente-des-avantages-mais-elle-a-aussi-des-limi.mp3?v=18"
"150","[32 Transformer avantages / inconvénients｜2] 我承认它有吸引力，尤其是因为它回应了真实需求。","Je reconnais qu'elle peut être attractive, surtout parce qu'elle répond à un besoin réel.","Transformer avantages / inconvénients","https://evolxd.github.io/TCFOral/audio/b2/variations-32-transformer-avantages-inconva-nients-02-je-reconnais-qu-elle-peut-etre-attractive-surtout-parce-qu-elle.mp3?v=18"
"151","[32 Transformer avantages / inconvénients｜3] 但是，它不一定适合所有人群和所有情况。","Cependant, elle ne convient pas forcément à tous les publics ni à toutes les situations.","Transformer avantages / inconvénients","https://evolxd.github.io/TCFOral/audio/b2/variations-32-transformer-avantages-inconva-nients-03-cependant-elle-ne-convient-pas-forcement-a-tous-les-publics-ni-a.mp3?v=18"
